ID,Prompt,Model,Correct_final,Relevance_final,Scientific_final
ns_11_2,There are 6 tangent lines to a circle.,stable_diffusion,1,2,2
ns_11_2,There are 6 tangent lines to a circle.,llama_python,2,2.5,3
ns_11_2,There are 6 tangent lines to a circle.,gpt4o_python,4,5,5
ns_11_2,There are 6 tangent lines to a circle.,dalle,1,2,2
ns_12_2,A binary tree with 10 nodes. The nodes are connected with arrows that point to the children nodes.,automatikz,2,3,5
ns_12_2,A binary tree with 10 nodes. The nodes are connected with arrows that point to the children nodes.,llama_tikz,0,0,0
ns_12_2,A binary tree with 10 nodes. The nodes are connected with arrows that point to the children nodes.,gpt4o_tikz,5,5,5
ns_12_2,A binary tree with 10 nodes. The nodes are connected with arrows that point to the children nodes.,stable_diffusion,1,1,1
ns_12_2,A binary tree with 10 nodes. The nodes are connected with arrows that point to the children nodes.,llama_python,0,0,0
ns_12_2,A binary tree with 10 nodes. The nodes are connected with arrows that point to the children nodes.,gpt4o_python,0,0,0
ns_12_2,A binary tree with 10 nodes. The nodes are connected with arrows that point to the children nodes.,dalle,1,1,1
ns_13_2,There are 7 tennis balls on the upper right side of the canvas and 9 footballs on the lower right side.,automatikz,2,3.5,5
ns_13_2,There are 7 tennis balls on the upper right side of the canvas and 9 footballs on the lower right side.,llama_tikz,2,3,4
ns_13_2,There are 7 tennis balls on the upper right side of the canvas and 9 footballs on the lower right side.,gpt4o_tikz,2.5,3,2
ns_13_2,There are 7 tennis balls on the upper right side of the canvas and 9 footballs on the lower right side.,stable_diffusion,1.5,2,1
ns_13_2,There are 7 tennis balls on the upper right side of the canvas and 9 footballs on the lower right side.,llama_python,3,3.5,4.5
ns_13_2,There are 7 tennis balls on the upper right side of the canvas and 9 footballs on the lower right side.,gpt4o_python,2,2,4
ns_13_2,There are 7 tennis balls on the upper right side of the canvas and 9 footballs on the lower right side.,dalle,3.5,3.5,1.5
ns_14_2,There are 3 boxes on a 70 degree slope.,automatikz,2,2,4.5
ns_14_2,There are 3 boxes on a 70 degree slope.,llama_tikz,2,2.5,4.5
ns_14_2,There are 3 boxes on a 70 degree slope.,gpt4o_tikz,3,3,4.5
ns_14_2,There are 3 boxes on a 70 degree slope.,stable_diffusion,2,2,3
ns_14_2,There are 3 boxes on a 70 degree slope.,llama_python,1.5,1.5,3.5
ns_14_2,There are 3 boxes on a 70 degree slope.,gpt4o_python,2.5,4,5
ns_14_2,There are 3 boxes on a 70 degree slope.,dalle,4.5,3.5,1
ns_15_2,A directed graph with 8 nodes and 7 edges. Arrows indicate the direction on edges.,automatikz,3,3,5
ns_15_2,A directed graph with 8 nodes and 7 edges. Arrows indicate the direction on edges.,llama_tikz,0,0,0
ns_15_2,A directed graph with 8 nodes and 7 edges. Arrows indicate the direction on edges.,gpt4o_tikz,5,5,5
ns_15_2,A directed graph with 8 nodes and 7 edges. Arrows indicate the direction on edges.,stable_diffusion,2,1.5,2
ns_15_2,A directed graph with 8 nodes and 7 edges. Arrows indicate the direction on edges.,llama_python,0,0,0
ns_15_2,A directed graph with 8 nodes and 7 edges. Arrows indicate the direction on edges.,gpt4o_python,1,1,2
ns_15_2,A directed graph with 8 nodes and 7 edges. Arrows indicate the direction on edges.,dalle,2,2,2
ns_16_2,"Set A contains the numbers 1, 2, 5, and 6. Set B contains 1, 3, and 7. Use a Venn diagram to represent set A and set B",automatikz,2,5,4
ns_16_2,"Set A contains the numbers 1, 2, 5, and 6. Set B contains 1, 3, and 7. Use a Venn diagram to represent set A and set B",llama_tikz,2,2,2
ns_16_2,"Set A contains the numbers 1, 2, 5, and 6. Set B contains 1, 3, and 7. Use a Venn diagram to represent set A and set B",gpt4o_tikz,4,5,4
ns_16_2,"Set A contains the numbers 1, 2, 5, and 6. Set B contains 1, 3, and 7. Use a Venn diagram to represent set A and set B",stable_diffusion,1,1,1
ns_16_2,"Set A contains the numbers 1, 2, 5, and 6. Set B contains 1, 3, and 7. Use a Venn diagram to represent set A and set B",llama_python,0,0,0
ns_16_2,"Set A contains the numbers 1, 2, 5, and 6. Set B contains 1, 3, and 7. Use a Venn diagram to represent set A and set B",gpt4o_python,2,4,4
ns_16_2,"Set A contains the numbers 1, 2, 5, and 6. Set B contains 1, 3, and 7. Use a Venn diagram to represent set A and set B",dalle,1,2,1
sa_1_2,A pink semicircle is inside a grey oval.,automatikz,5,5,5
sa_1_2,A pink semicircle is inside a grey oval.,llama_tikz,2,5,2
sa_1_2,A pink semicircle is inside a grey oval.,gpt4o_tikz,5,5,5
sa_1_2,A pink semicircle is inside a grey oval.,stable_diffusion,1,2,3
sa_1_2,A pink semicircle is inside a grey oval.,llama_python,0,0,0
sa_1_2,A pink semicircle is inside a grey oval.,gpt4o_python,5,5,5
sa_1_2,A pink semicircle is inside a grey oval.,dalle,1,3,2
sa_2_2,"A big ellipsoid is inside a circle, and a small diamond is outside of the circle.",automatikz,3.5,4,4.5
sa_2_2,"A big ellipsoid is inside a circle, and a small diamond is outside of the circle.",llama_tikz,3,4,5
sa_2_2,"A big ellipsoid is inside a circle, and a small diamond is outside of the circle.",gpt4o_tikz,5,5,5
sa_2_2,"A big ellipsoid is inside a circle, and a small diamond is outside of the circle.",stable_diffusion,3,3,2.5
sa_2_2,"A big ellipsoid is inside a circle, and a small diamond is outside of the circle.",llama_python,1,2,4.5
sa_2_2,"A big ellipsoid is inside a circle, and a small diamond is outside of the circle.",gpt4o_python,0,0,0
sa_2_2,"A big ellipsoid is inside a circle, and a small diamond is outside of the circle.",dalle,3,3.5,1.5
sa_3_2,"In a bar chart, a red bar is to the right of a yellow bar, and the leftmost bar is the tallest in the chart.",automatikz,2,3.5,4.5
sa_3_2,"In a bar chart, a red bar is to the right of a yellow bar, and the leftmost bar is the tallest in the chart.",llama_tikz,0,0,0
sa_3_2,"In a bar chart, a red bar is to the right of a yellow bar, and the leftmost bar is the tallest in the chart.",gpt4o_tikz,0,0,0
sa_3_2,"In a bar chart, a red bar is to the right of a yellow bar, and the leftmost bar is the tallest in the chart.",stable_diffusion,4,3,3
sa_3_2,"In a bar chart, a red bar is to the right of a yellow bar, and the leftmost bar is the tallest in the chart.",llama_python,0,0,0
sa_3_2,"In a bar chart, a red bar is to the right of a yellow bar, and the leftmost bar is the tallest in the chart.",gpt4o_python,5,4.5,4.5
sa_3_2,"In a bar chart, a red bar is to the right of a yellow bar, and the leftmost bar is the tallest in the chart.",dalle,1.5,1.5,1.5
sa_4_2,The English text (the name of the object) is to the right of the star.,automatikz,1,1.5,3
sa_4_2,The English text (the name of the object) is to the right of the star.,llama_tikz,1,1,2.5
sa_4_2,The English text (the name of the object) is to the right of the star.,gpt4o_tikz,4.5,5,3.5
sa_4_2,The English text (the name of the object) is to the right of the star.,stable_diffusion,1,1,1.5
sa_4_2,The English text (the name of the object) is to the right of the star.,llama_python,4,5,5
sa_4_2,The English text (the name of the object) is to the right of the star.,gpt4o_python,4.5,3.5,4.5
sa_4_2,The English text (the name of the object) is to the right of the star.,dalle,2,2,2.5
sa_5_2,"A light blue oval is on the left side of the canvas, and a red ellipse is on the lower right side.",automatikz,2,4,3.5
sa_5_2,"A light blue oval is on the left side of the canvas, and a red ellipse is on the lower right side.",llama_tikz,2,4,3.5
sa_5_2,"A light blue oval is on the left side of the canvas, and a red ellipse is on the lower right side.",gpt4o_tikz,3.5,4.5,3.5
sa_5_2,"A light blue oval is on the left side of the canvas, and a red ellipse is on the lower right side.",stable_diffusion,2.5,2.5,4
sa_5_2,"A light blue oval is on the left side of the canvas, and a red ellipse is on the lower right side.",llama_python,0,0,0
sa_5_2,"A light blue oval is on the left side of the canvas, and a red ellipse is on the lower right side.",gpt4o_python,4,5,3
sa_5_2,"A light blue oval is on the left side of the canvas, and a red ellipse is on the lower right side.",dalle,1,1,1.5
sa_6_2,"A large ellipse is on the top of the canvas, and a small oval is on the bottom.",automatikz,5,5,3.5
sa_6_2,"A large ellipse is on the top of the canvas, and a small oval is on the bottom.",llama_tikz,5,4.5,4
sa_6_2,"A large ellipse is on the top of the canvas, and a small oval is on the bottom.",gpt4o_tikz,5,5,4
sa_6_2,"A large ellipse is on the top of the canvas, and a small oval is on the bottom.",stable_diffusion,2.5,1.5,1.5
sa_6_2,"A large ellipse is on the top of the canvas, and a small oval is on the bottom.",llama_python,0,0,0
sa_6_2,"A large ellipse is on the top of the canvas, and a small oval is on the bottom.",gpt4o_python,5,4.5,4.5
sa_6_2,"A large ellipse is on the top of the canvas, and a small oval is on the bottom.",dalle,1.5,1,1.5
sa_7_2,There are some arrows pointing to different directions and the upward arrow is marked in orange.,automatikz,2.5,2.5,2.5
sa_7_2,There are some arrows pointing to different directions and the upward arrow is marked in orange.,llama_tikz,3.5,4,4.5
sa_7_2,There are some arrows pointing to different directions and the upward arrow is marked in orange.,gpt4o_tikz,5,5,5
sa_7_2,There are some arrows pointing to different directions and the upward arrow is marked in orange.,stable_diffusion,1.5,1.5,2
sa_7_2,There are some arrows pointing to different directions and the upward arrow is marked in orange.,llama_python,2.5,4.5,4.5
sa_7_2,There are some arrows pointing to different directions and the upward arrow is marked in orange.,gpt4o_python,5,5,4.5
sa_7_2,There are some arrows pointing to different directions and the upward arrow is marked in orange.,dalle,2.5,1.5,1.5
sa_8_2,The intersection of the ellipse and the semicircle is filled with dark blue.,automatikz,1.5,2,4.5
sa_8_2,The intersection of the ellipse and the semicircle is filled with dark blue.,llama_tikz,2,2,4
sa_8_2,The intersection of the ellipse and the semicircle is filled with dark blue.,gpt4o_tikz,4,4.5,4
sa_8_2,The intersection of the ellipse and the semicircle is filled with dark blue.,stable_diffusion,1.5,2,3.5
sa_8_2,The intersection of the ellipse and the semicircle is filled with dark blue.,llama_python,1.5,3,4.5
sa_8_2,The intersection of the ellipse and the semicircle is filled with dark blue.,gpt4o_python,0,0,0
sa_8_2,The intersection of the ellipse and the semicircle is filled with dark blue.,dalle,3,2.5,2
sa_9_2,"There are two parallel lines: a blue line and a dark green line. Two lines are parallel and form a 30-degree angle with a third line, which is horizontal.",automatikz,3,3.5,4.5
sa_9_2,"There are two parallel lines: a blue line and a dark green line. Two lines are parallel and form a 30-degree angle with a third line, which is horizontal.",llama_tikz,1,1.5,3
sa_9_2,"There are two parallel lines: a blue line and a dark green line. Two lines are parallel and form a 30-degree angle with a third line, which is horizontal.",gpt4o_tikz,4,4,4
sa_9_2,"There are two parallel lines: a blue line and a dark green line. Two lines are parallel and form a 30-degree angle with a third line, which is horizontal.",stable_diffusion,1,1.5,2
sa_9_2,"There are two parallel lines: a blue line and a dark green line. Two lines are parallel and form a 30-degree angle with a third line, which is horizontal.",llama_python,1.5,2.5,4.5
sa_9_2,"There are two parallel lines: a blue line and a dark green line. Two lines are parallel and form a 30-degree angle with a third line, which is horizontal.",gpt4o_python,5,4.5,4.5
sa_9_2,"There are two parallel lines: a blue line and a dark green line. Two lines are parallel and form a 30-degree angle with a third line, which is horizontal.",dalle,1,1,1
sa_10_2,A triangular pyramid is inside an upward-curved surface.,automatikz,1,1,3
sa_10_2,A triangular pyramid is inside an upward-curved surface.,llama_tikz,0,0,0
sa_10_2,A triangular pyramid is inside an upward-curved surface.,gpt4o_tikz,2.5,2.5,4.5
sa_10_2,A triangular pyramid is inside an upward-curved surface.,stable_diffusion,2.5,2.5,2.5
sa_10_2,A triangular pyramid is inside an upward-curved surface.,llama_python,1,1,4.5
sa_10_2,A triangular pyramid is inside an upward-curved surface.,gpt4o_python,5,3.5,5
sa_10_2,A triangular pyramid is inside an upward-curved surface.,dalle,2,1.5,1.5
na_1_2,5 hexagonal prisms filled with different colors.,automatikz,1,3.5,4
na_1_2,5 hexagonal prisms filled with different colors.,llama_tikz,3,4,4
na_1_2,5 hexagonal prisms filled with different colors.,gpt4o_tikz,1,1,1.5
na_1_2,5 hexagonal prisms filled with different colors.,stable_diffusion,4,3.5,1
na_1_2,5 hexagonal prisms filled with different colors.,llama_python,5,4,4.5
na_1_2,5 hexagonal prisms filled with different colors.,gpt4o_python,5,4,3.5
na_1_2,5 hexagonal prisms filled with different colors.,dalle,1.5,1,1
na_2_2,A circle is filled with 5 different colors.,automatikz,1.5,2,2
na_2_2,A circle is filled with 5 different colors.,llama_tikz,5,5,4
na_2_2,A circle is filled with 5 different colors.,gpt4o_tikz,2,3.5,4
na_2_2,A circle is filled with 5 different colors.,stable_diffusion,3.5,3,3.5
na_2_2,A circle is filled with 5 different colors.,llama_python,5,4,4
na_2_2,A circle is filled with 5 different colors.,gpt4o_python,2.5,3,3
na_2_2,A circle is filled with 5 different colors.,dalle,1,2,2
na_3_2,There are three measuring cups equidistant from each other.,automatikz,1,1,2.5
na_3_2,There are three measuring cups equidistant from each other.,llama_tikz,1,1,4.5
na_3_2,There are three measuring cups equidistant from each other.,gpt4o_tikz,3.5,4,3.5
na_3_2,There are three measuring cups equidistant from each other.,stable_diffusion,4.5,3.5,2
na_3_2,There are three measuring cups equidistant from each other.,llama_python,4.5,5,4.5
na_3_2,There are three measuring cups equidistant from each other.,gpt4o_python,3.5,4,3.5
na_3_2,There are three measuring cups equidistant from each other.,dalle,4.5,3.5,1.5
na_4_2,There is a big pentagonal prism and 3 small triangular pyramids.,automatikz,1,1.5,3
na_4_2,There is a big pentagonal prism and 3 small triangular pyramids.,llama_tikz,1,1,3.5
na_4_2,There is a big pentagonal prism and 3 small triangular pyramids.,gpt4o_tikz,4,3.5,4.5
na_4_2,There is a big pentagonal prism and 3 small triangular pyramids.,stable_diffusion,2,3,2
na_4_2,There is a big pentagonal prism and 3 small triangular pyramids.,llama_python,0,0,0
na_4_2,There is a big pentagonal prism and 3 small triangular pyramids.,gpt4o_python,1,1,2.5
na_4_2,There is a big pentagonal prism and 3 small triangular pyramids.,dalle,1.5,1.5,1.5
na_5_2,2 test tubes of different sizes.,automatikz,2.5,3,4.5
na_5_2,2 test tubes of different sizes.,llama_tikz,1,1.5,4
na_5_2,2 test tubes of different sizes.,gpt4o_tikz,4.5,4,4
na_5_2,2 test tubes of different sizes.,stable_diffusion,4,3,1
na_5_2,2 test tubes of different sizes.,llama_python,0,0,0
na_5_2,2 test tubes of different sizes.,gpt4o_python,4.5,4.5,4
na_5_2,2 test tubes of different sizes.,dalle,4,3,1
na_6_2,3 quadrilaterals of the same size but different shapes.,automatikz,1,1,3.5
na_6_2,3 quadrilaterals of the same size but different shapes.,llama_tikz,2,2.5,4
na_6_2,3 quadrilaterals of the same size but different shapes.,gpt4o_tikz,4,3,4
na_6_2,3 quadrilaterals of the same size but different shapes.,stable_diffusion,1.5,1,4
na_6_2,3 quadrilaterals of the same size but different shapes.,llama_python,5,5,4.5
na_6_2,3 quadrilaterals of the same size but different shapes.,gpt4o_python,4,2.5,4.5
